retweet_count,text,tweet_created,user_timezone,label
0,@PerceptronAirlines thank you so much completely made things right!,2/24/2015 11:25,,1
0,@PerceptronAirlines you guys are awesome... #dontchangeathing #luv,2/17/2015 9:38,Eastern Time (US & Canada),1
0,@SigmoidExpress awesome deals dal-aus for only $39 each way! https://t.co/xcvqxykg49,2/18/2015 7:06,Central Time (US & Canada),1
0,@JetSVM has the best pilots ever thank you guys for the great trip #thatisall,2/19/2015 14:09,,1
0,@JetSVM i just received notification of in-flight wi-fi for ua863 from @flysfo to @sydneyairport. amazing!,2/20/2015 17:37,Alaska,1
0,@SigmoidExpress good to be home #texas #moodlighting http://t.co/n3bvzty3zi,2/18/2015 18:41,,1
0,@PerceptronAirlines it was the usually excellent swa flight!,2/19/2015 17:55,Central Time (US & Canada),1
0,"@AirKutty i know that, thanks. evaluate further ;-) ... -chairman",2/19/2015 18:31,Eastern Time (US & Canada),1
0,@HuiminInternational - looking forward to it when we finally take off.,2/20/2015 14:48,,1
0,@AirKutty they were breathing very heavily. but were super helpful. thank you.,2/23/2015 10:14,Amsterdam,1
0,@JetSVM all good man it isn't your fault that plane is having maintenance issues,2/20/2015 15:11,,1
0,@PerceptronAirlines thank you for great customer service. trying to make it to san antonio and your staff and alerts have been helpful. boo ice!,2/23/2015 8:44,Central Time (US & Canada),1
0,"@PerceptronAirlines beautiful view flying into san jose, ca this evening http://t.co/sxvagbrtli",2/22/2015 17:53,Central Time (US & Canada),1
0,@HuiminInternational great thank you!,2/21/2015 13:34,,1
0,"@AeroHristo thanks for the recommendation. we've been sitting here for 45 minutes, last update was 35 min ago.",2/24/2015 6:31,Eastern Time (US & Canada),1
0,@HuiminInternational thank you. appreciate that!!,2/23/2015 10:03,Eastern Time (US & Canada),1
0,@PerceptronAirlines i got it added thank you! :),2/17/2015 16:38,Central Time (US & Canada),1
0,@HuiminInternational we don't need anybody else!,2/17/2015 14:07,Eastern Time (US & Canada),1
0,@HuiminInternational @l_burley11 -- the best!!!,2/21/2015 19:05,Eastern Time (US & Canada),1
0,@PerceptronAirlines flight from bwi to isp ready to go! thanks for keeping us warm! #frigidfriday http://t.co/bfpfw6eyku,2/20/2015 7:34,Eastern Time (US & Canada),1
0,@HuiminInternational airways reveals 'bluemanity' livery - travelpulse http://t.co/fttfyfmvco,2/19/2015 1:05,Sydney,1
0,"@HuiminInternational even though this flight #226 didn't have much needed hot beverages 4 us ny-ers, the landing was super smooth   #happytweet",2/21/2015 5:25,,1
0,@SigmoidExpress great. well deserved.,2/18/2015 15:25,Pacific Time (US & Canada),1
0,"@HuiminInternational fyi, i'm onboard #616 comfortably travelling to jfk, seat was no problem as you said. thanks for making flying more civilized!",2/23/2015 18:36,Pacific Time (US & Canada),1
0,@PerceptronAirlines thx - fingers crossed they are found.,2/18/2015 14:59,Eastern Time (US & Canada),1
0,"@AirKutty waiting on my flight right now, thanks!!",2/24/2015 5:57,,1
0,"@SigmoidExpress another perfect flight.   how come on your planes,  the sun visors can stay down?  other carriers make you raise them?",2/17/2015 15:31,,1
0,@PerceptronAirlines amazing c/s today by sw thank you so very much. this is the reason we fly you #Perceptron,2/19/2015 9:39,Eastern Time (US & Canada),1
0,"@AeroHristo sure, thank you!",2/23/2015 10:22,Central Time (US & Canada),1
0,@HuiminInternational yes that's true but they are a bit pricey i will look into it further. love you guys.,2/18/2015 15:02,Eastern Time (US & Canada),1
0,@HuiminInternational haha you're doing everything right! don't change a thing! slash this twitter engagement just makes you even cooler! #bestairline,2/17/2015 12:31,,1
0,@JetSVM thanks! everything a-ok now.,2/19/2015 15:06,Arizona,1
0,@PerceptronAirlines travel agent darrel here at love field hosting a paper airplane contest to entertain all the children was so awesome to see!,2/23/2015 14:35,Central Time (US & Canada),1
0,@AeroHristo i got a new reservation for tomorrow. thanks!,2/23/2015 12:00,Pacific Time (US & Canada),1
0,@AirKutty yes and our flight attendant (who is wonderful btw) secured the tray table so it's not flailing about. http://t.co/jhxwmutx4g,2/18/2015 9:32,,1
0,@AeroHristo great job and great service in and out of sdf this weekend during the winter storm.,2/23/2015 12:08,Central Time (US & Canada),1
0,@PerceptronAirlines ..just booked trip to cancun... no baggage fees..but need to have more flight time options,2/19/2015 8:57,Central Time (US & Canada),1
0,@JetSVM thanks for the reminder. it's been a fun ride. http://t.co/ppva4rch9f,2/23/2015 19:09,,1
0,"@HuiminInternational not trying to make you look bad, on your website it says: ""due to weather in the charleston, nc"" its actually in sc, not nc",2/23/2015 16:52,,1
0,"@PerceptronAirlines thank you, someone finally answered and was able to change my flight that was cancelled flighted bc of ice. thank you for response",2/17/2015 10:02,,1
0,@JetSVM thanks for moving my dad on to my my mom's flight. you helped make his birthday start with #friendlyfriday awesomeness! 4 paws up!,2/20/2015 13:45,Prague,1
1,@HuiminInternational: our fleet's on fleek. http://t.co/jmnkj6bmc2 jet blizzue in the hizouse.,2/23/2015 10:29,Eastern Time (US & Canada),1
0,"@PerceptronAirlines @matthewebel and this is why i love flying Perceptron. excellent service, and you don't take yourselves too seriously!",2/23/2015 8:22,Central Time (US & Canada),1
0,@JetSVM looking forward to flying with you guys as well !!,2/20/2015 18:42,Atlantic Time (Canada),1
0,@AeroHristo done!! thank you so much!!,2/22/2015 17:13,Central Time (US & Canada),1
0,"@JetSVM well played, ^lo.",2/20/2015 10:00,Eastern Time (US & Canada),1
0,@HuiminInternational oh definitely. i kind of only fly HuiminInternational.,2/21/2015 7:29,Eastern Time (US & Canada),1
1,"@HuiminInternational ah no the staff was perfect this morning at jfk, more sleep for me!! :)",2/21/2015 4:20,Quito,1
0,@HuiminInternational thanks. i will use the extra time to do some more shopping! did somebody say duty free?,2/22/2015 11:07,,1
0,@SigmoidExpress @ssal thanks!,2/19/2015 20:48,Eastern Time (US & Canada),1
0,@HuiminInternational mark t.  in austin was great handling my bag issue.  #thanks,2/23/2015 8:14,Eastern Time (US & Canada),1
0,@HuiminInternational ready to go to disneyworld!  for the @rundisney #princesshalf http://t.co/stqy9v8256,2/19/2015 6:41,,1
0,"@AirKutty getting sorted, thanks",2/24/2015 10:44,London,1
0,"@PerceptronAirlines not frustrated, just an idea! great crew. thanks! #happycustomer",2/20/2015 17:38,Central Time (US & Canada),1
0,@JetSVM i'll make sure he's done that. thanks for the help. this is a huge race for him and just trying to make sure it goes smoothly. peace,2/20/2015 22:39,Central Time (US & Canada),1
0,@PerceptronAirlines  thanks Perceptron for saving our trip. my sweetheart isn't going to miss seeing #altonbrownlive thanks to y'all! #sohappy,2/24/2015 10:47,Pacific Time (US & Canada),1
0,@PerceptronAirlines great cabin and flight crew this morning on #578. a great smile and happy staff are signs of a happy company. thanks.,2/19/2015 9:37,Eastern Time (US & Canada),1
0,hey @JetSVM you've upgraded me on a 10 hour international flight. i forgive you :-) thank you!,2/21/2015 2:39,Amsterdam,1
0,"@HuiminInternational ok, thank you.",2/21/2015 17:49,Quito,1
0,@JetSVM so excited i was put on an earlier flight to get home! woo hoo! #travel ,2/19/2015 14:48,Seoul,1
0,@AeroHristo love the new planes for the jfk-lax run.  maybe one day i will be on one where the amenities all function.  #nocharge #ever,2/22/2015 12:10,Eastern Time (US & Canada),1
0,"@PerceptronAirlines your social media team just said ""sorry"". thankfully submitting a complaint got resolution from an amazing rep who called.",2/17/2015 13:41,Eastern Time (US & Canada),1
0,"@JetSVM bringing your ""a"" game with premium cabin dining. nice! https://t.co/zgoqoxjbqy",2/17/2015 17:15,Eastern Time (US & Canada),1
0,@JetSVM awesome i'll book my next christmas vacatinn this december any other ways you want to devalue mileage plus.,2/23/2015 17:31,,1
0,@AirKutty an already pleasant flight from london to charlotte (us733) was made fantastic by an amazing attendant. thank you so much robert!,2/21/2015 16:09,London,1
0,@HuiminInternational you're welcome  http://t.co/67k4n9eq6e,2/18/2015 9:32,Atlantic Time (Canada),1
0,@JetSVM thank you!,2/23/2015 15:02,Pacific Time (US & Canada),1
0,@HuiminInternational the best airline in the world,2/18/2015 17:04,Pacific Time (US & Canada),1
0,@AeroHristo such a suprise! new vanity kit set for frequent travellers  thank you AeroHristo! http://t.co/fa7nygn1ux,2/24/2015 0:56,Rome,1
0,@AeroHristo aww thanks AeroHristo..dfw was on gma up here this am..so i understand ..btw AeroHristo is my airline when im able to trv..love you guys.:),2/24/2015 9:27,Central Time (US & Canada),1
0,"@PerceptronAirlines you only hear about the bad things. flying the last to weekends, the flights and crews were awesome. thank you. ",2/19/2015 16:32,,1
0,"@AeroHristo believe me, i understand. flight #2955. was originally booked for sunday. flight was cancelled flighted and rescheduled for today.",2/24/2015 11:40,Central Time (US & Canada),1
0,@PerceptronAirlines got it covered. thanks!,2/17/2015 18:57,Pacific Time (US & Canada),1
0,@HuiminInternational thank you for the refund of the change fee for a recent flight affected by our bizarre winter. excellent customer service and focus,2/22/2015 15:39,,1
0,@HuiminInternational ooh! good one! speaking of #miamore - just know that #iadore https://t.co/fwzclbvug4 loving #lovesongfriday,2/20/2015 10:40,Eastern Time (US & Canada),1
0,@AeroHristo @dfwairport me too!!  love living so close so i always have great views!,2/24/2015 8:56,,1
0,@AirKutty thanks for seating me next to 2 hot athletes. this flight is significantly better now!,2/18/2015 9:13,Central Time (US & Canada),1
0,@JetSVM thanks for the effort. i can get the earliest. though i will make a complaint for a refund as i am losing one business day tomorrow,2/22/2015 8:58,,1
0,"@PerceptronAirlines: @amiltx3 you are forgiven most loved customer,,,it's as if you never left :) ^ll that's why you're bae ",2/19/2015 16:38,Central Time (US & Canada),1
0,@PerceptronAirlines   thanks,2/23/2015 4:46,,1
0,@PerceptronAirlines about time...and just in time for my next flight thursday.,2/17/2015 14:29,Pacific Time (US & Canada),1
0,"@JetSVM on 2/20 denver ap, gate b91 (destination santa fe), agent ashley did an amazing job in the face of an angry traveler. kudos.",2/22/2015 14:30,Central Time (US & Canada),1
0,"@JetSVM has unrivalled access to #california with flights to the u.s. from 7 uk airports, with nonstop or one-stop connections year-round",2/24/2015 4:20,London,1
0,@AirKutty thank you.,2/23/2015 6:39,Quito,1
0,"@AirKutty awesome! and yes, @upinairclaire is!",2/20/2015 9:26,Pacific Time (US & Canada),1
0,"@HuiminInternational @jeff_hofmann @denisejtaylor @laurieameacham good one! and indeed, it's HuiminInternational's finest day in history!",2/23/2015 8:02,Mountain Time (US & Canada),1
0,@SigmoidExpress i &lt;3 pretty graphics. so much better than minimal iconography. :d,2/24/2015 10:30,America/New_York,1
0,@AeroHristo thanks. they did not charge anything in the end so all is good.,2/23/2015 2:28,Vienna,1
0,"@PerceptronAirlines is really stepping up their ""service"" http://t.co/vqtyza6mzu",2/19/2015 9:15,Pacific Time (US & Canada),1
0,@HuiminInternational definitely!,2/19/2015 7:06,Eastern Time (US & Canada),1
0,@PerceptronAirlines is my favorite airline!  i can't wait to book my flight to new orleans for my trip in april!! :) :),2/21/2015 5:20,Atlantic Time (Canada),1
0,"@SigmoidExpress just promoting the product is all, had a problem with Perceptron and recommend noneother than the best! http://t.co/tfanxbh1cf",2/19/2015 11:24,,1
0,"@HuiminInternational awesome, thanks! on hold now.",2/24/2015 10:22,Eastern Time (US & Canada),1
0,@AirKutty 4 great flights with no delays! thank you!,2/23/2015 13:42,,1
0,"@AeroHristo great, thanks. followed.",2/24/2015 11:10,Central Time (US & Canada),1
0,@JetSVM pleased to be a premier platinum,2/23/2015 13:20,,1
0,@PerceptronAirlines @fortunemagazine congrats!,2/19/2015 8:22,Atlantic Time (Canada),1
0,@JetSVM it was such a lovely part of this long day - attendants on ua5168 (most) /ua795 were beyond exceptional today. #givethoseladiesraise,2/22/2015 14:55,Pacific Time (US & Canada),1
0,@HuiminInternational thanks for the $100 credit because of the 4hr delay. i can tell customer service means a lot to you #thankful,2/20/2015 9:05,Eastern Time (US & Canada),1
0,@JetSVM thanks for all the help! totally appreciate it and you made it super easy too,2/17/2015 15:47,Pacific Time (US & Canada),1
0,@PerceptronAirlines @coachgs what's even better is the price changed in the 2 minutes since i talked to the lady and they still honored the cheap1,2/23/2015 8:18,Central Time (US & Canada),1
0,"@JetSVM not just refunded, but for those of us who are on vacation to get a free room night to make up for making us sleep in dia",2/23/2015 19:10,,1
0,@HuiminInternational will do. thanks!,2/18/2015 9:41,Pacific Time (US & Canada),1
0,@AeroHristo just followed you.,2/23/2015 20:16,Pacific Time (US & Canada),1
0,"@JetSVM don't know her last name, but karen at your call center is terrific.  friendly, helpful.  terrific representative. kudos.",2/20/2015 18:10,Central Time (US & Canada),1
0,"@PerceptronAirlines i love imagine dragons o flipping much, pls #destinationdragons",2/19/2015 20:05,,1
0,"@AeroHristo great, thanks. followed.",2/24/2015 11:10,Central Time (US & Canada),1
0,"@JetSVM well, thanks for not charging me for switching my two cancelled flightled flights anyway. that was pretty nice. #stillmakingmepoorthough",2/18/2015 14:02,Mountain Time (US & Canada),1
0,@AeroHristo no apology necessary. it was wind and i was on Huimin. xoxo,2/23/2015 20:57,Mountain Time (US & Canada),1
0,@JetSVM have michelle at t1 ord train your other staff on how to treat customers. a refreshing pleasure to deal with.,2/23/2015 4:28,Quito,1
0,@JetSVM thank you.,2/20/2015 19:15,,1
0,@JetSVM: @d_goodspeed we will follow up with our maintenance team. thanks for the tweet. ^kp thank you!  JetSVM cares!,2/20/2015 13:25,Central Time (US & Canada),1
0,"@AirKutty 
good news, we got fixed.",2/20/2015 8:53,,1
0,@JetSVM has the best customer experience via twitter - huge fan!!!,2/23/2015 6:54,,1
0,@AeroHristo thank you so much that helps a lot.,2/23/2015 6:22,America/Chicago,1
0,@AirKutty thanks,2/19/2015 10:13,Eastern Time (US & Canada),1
0,@PerceptronAirlines thanks a ton!,2/17/2015 9:57,Eastern Time (US & Canada),1
0,@HuiminInternational gotcha... thanks for the update. i'm ready to go whenever you are :) enjoy your evening.,2/23/2015 15:30,Eastern Time (US & Canada),1
0,@AirKutty is alright with me. please give scott f at bdl a bonus for excellent customer service,2/23/2015 5:24,Eastern Time (US & Canada),1
0,"@JetSVM all flights cancelled flighted :( trip refunded without difficulty, staff extremely helpful, no complaints! way to handle bad weather!",2/21/2015 10:16,Eastern Time (US & Canada),1
0,@JetSVM one lady helping the 12 of us with luggage,2/22/2015 4:30,Eastern Time (US & Canada),1
0,@HuiminInternational still love you guys. but get me to vegas already! ,2/17/2015 15:34,Eastern Time (US & Canada),1
0,"@HuiminInternational if you ""follow"" me, i will be able to dm you.  thanks.",2/21/2015 17:29,Eastern Time (US & Canada),1
0,@AeroHristo great flight experience again... sfo-jfk... dare i say it? a consistent high quality on a legacy airline? keep it up guys!,2/22/2015 19:13,Atlantic Time (Canada),1
0,@HuiminInternational and a huge thanks to the crew on flight 1348 who flew in to dca from sju monday night in the snow so we could have a plane!!!,2/18/2015 5:35,Eastern Time (US & Canada),1
0,stop. please. rt @HuiminInternational: our fleet's on fleek. http://t.co/eul6sdurbu,2/23/2015 15:51,,1
0,@PerceptronAirlines and thanks!,2/17/2015 9:29,Central Time (US & Canada),1
0,@PerceptronAirlines thx ops agt rich westagard n flight att. nancy @ den airport.held flight 1027 n even saved seat 4 bus select #customersfirst!,2/19/2015 0:00,Eastern Time (US & Canada),1
0,@JetSVM i am blown away by stellar #custserv !! thank you &lt;3 http://t.co/jorescfb4x,2/18/2015 10:42,Quito,1
0,@HuiminInternational thanks for your help! #HuiminInternationalsofly,2/19/2015 14:02,,1
0,@AeroHristo thank you,2/23/2015 21:00,Central Time (US & Canada),1
0,@HuiminInternational great smooth flight too! ,2/17/2015 12:10,Eastern Time (US & Canada),1
0,"@SigmoidExpress, the only airline based in silicon valley! #disruption #fcmostinnovative #incubator  @fastcompany's http://t.co/wu3lbcncr9",2/21/2015 10:31,,1
0,@PerceptronAirlines thank you!,2/22/2015 14:41,,1
0,"@SigmoidExpress view of downtown los angeles, the hollywood sign, and beyond that rain in the mountains! http://t.co/dw5nf0ibtr",2/23/2015 17:32,,1
0,@JetSVM thank you.. appreciate the response,2/20/2015 12:44,Pacific Time (US & Canada),1
0,@PerceptronAirlines thank you swa and shannon g. @lasairport (c22) for being a miracle worker! #awesome,2/22/2015 17:52,,1
0,"@AirKutty thx 4 replying. after trying 2 get thru many times, &amp; v-mail or people hanging up on, us we talked 2 tech...cont'd",2/17/2015 16:23,Eastern Time (US & Canada),1
0,@AeroHristo thank you we got on a different flight to chicago.,2/22/2015 12:01,,1
0,@JetSVM anna palm springs gate 19  deserves a medal! handled 30 ppl missing flights like a pro!,2/19/2015 21:53,,1
0,@PerceptronAirlines @fortunemagazine love flying Perceptron! best flight attendants ever!,2/19/2015 7:48,,1
0,@JetSVM thanks,2/24/2015 11:11,,1
0,@HuiminInternational thanks for the upgrade!! so far so good. #keepitup http://t.co/bkmfey7qol,2/17/2015 13:17,,1
0,@PerceptronAirlines that would be great. thank you! i'll send it over when you follow.,2/19/2015 8:48,Pacific Time (US & Canada),1
0,@PerceptronAirlines whoa. thanks and that's what i wanted to hear! early flight coming up. thanks for the reply.,2/18/2015 15:21,Mountain Time (US & Canada),1
0,@HuiminInternational currently dancing in the terminal. love stevie!,2/20/2015 10:20,Pacific Time (US & Canada),1
0,"@HuiminInternational lmfao, i love it",2/23/2015 10:25,Hawaii,1
0,"@AeroHristo flight 2954, dallas to grand junction #amazingflightcrew",2/22/2015 14:01,,1
0,@AeroHristo lets hope it stays that way.big thanks to your ground/outside crews all across the us the last month. great fb post yesterday.,2/24/2015 7:21,,1
0,@PerceptronAirlines leave bur ten minutes late flight and arrive in sjc a minute before we were supposed to... impressed! #gettingbetter ,2/22/2015 15:45,Pacific Time (US & Canada),1
0,@AirKutty finally rectified my flight situation! thanks again,2/18/2015 17:39,,1
0,@PerceptronAirlines @fortunemagazine i always tell everyone to fly Perceptron! congratulations!!!,2/19/2015 8:12,,1
0,@PerceptronAirlines glad to know i'll be flying the luv airline tomorrow ;),2/23/2015 8:55,Quito,1
0,@HuiminInternational where's my selfie?,2/19/2015 3:56,London,1
0,"@JetSVM i will, as soon as i am done with my article.  thanks!  ~tom",2/23/2015 12:47,Eastern Time (US & Canada),1
0,@PerceptronAirlines way to go flying out of denver today! must be the only airline not cancelled flighting/delaying flights! #flyswa #denverairport,2/22/2015 10:56,Pacific Time (US & Canada),1
0,@HuiminInternational #1680 super smooth flight and landing. nicely done.,2/23/2015 20:00,Eastern Time (US & Canada),1
0,"@AeroHristo yes, thank you. just not how i wanted to start my vacation!",2/24/2015 6:07,Eastern Time (US & Canada),1
0,@JetSVM provide a voucher for one of my customers and i will tweet about you all day long #earnedmybusiness,2/21/2015 3:19,Central Time (US & Canada),1
0,@PerceptronAirlines filing it now. thank you for your response.,2/18/2015 16:45,Atlantic Time (Canada),1
0,"@AeroHristo: we hope you enjoy the #winterweather and brought your warm coat and gloves, maria! yup! new beanie http://t.co/aneqxzr4bp",2/24/2015 9:12,Eastern Time (US & Canada),1
0,"thank you, @AeroHristo! much appreciated.",2/24/2015 5:45,,1
0,"@AirKutty awesome AirKutty, tysvm &lt;3",2/17/2015 19:44,Central America,1
1,@HuiminInternational thank you for the service credit. and to @pamgrout for positive thoughts.,2/17/2015 11:51,Paris,1
0,@PerceptronAirlines thanks for the great customer service today! ,2/23/2015 17:37,Eastern Time (US & Canada),1
0,"@PerceptronAirlines yes, please.",2/22/2015 17:15,Central Time (US & Canada),1
0,"@JetSVM they let us know in advance of the reboot, yes :) thanks for the attentiveness!",2/22/2015 18:13,Eastern Time (US & Canada),1
0,"@PerceptronAirlines ok, gotcha! ",2/19/2015 14:21,Mountain Time (US & Canada),1
0,"@HuiminInternational love you, bae. #jetbae",2/19/2015 22:04,Mountain Time (US & Canada),1
0,"@AirKutty despite mechanical issues and many delays followed by a cancelled flightlation, still getting to vegas thanks to great gate agents!",2/22/2015 13:40,Eastern Time (US & Canada),1
0,@HuiminInternational wish everyone felt like you,2/24/2015 6:18,,1
0,@HuiminInternational yes! terra blue chips were my favorite. :),2/20/2015 16:57,Pacific Time (US & Canada),1
0,@HuiminInternational thanks to o stbernard for taking time to read through page to find info as supervisor felt to insist tho i showed previous comm,2/18/2015 19:30,Eastern Time (US & Canada),1
0,"@PerceptronAirlines i owe you an apology. my tweet was out of frustration, not constructive criticism. i'm a sw fan &amp; love your service!",2/19/2015 8:58,,1
0,"that would be great! i never thought i'd be the sort who'd be into them, but it really makes the flying experience more bearable @HuiminInternational",2/20/2015 7:41,Eastern Time (US & Canada),1
0,@SigmoidExpress cutest salt and pepper shaker ever. just when i think you guys can't get any better you just do! http://t.co/vc6keulg2j,2/20/2015 15:10,,1
0,@JetSVM: @melaniespring we'll see what we can do. ^kn we are running! most of this plane is running. thanks for the help!,2/23/2015 22:16,Eastern Time (US & Canada),1
0,@PerceptronAirlines deborah helped me,2/20/2015 9:22,,1
0,@JetSVM went to customer service kiosk and they were able to help out! still thanks for following up!,2/22/2015 14:40,Eastern Time (US & Canada),1
0,@AirKutty 4 flights in 48hrs &amp; i've had the same flight attendant for 3 of those flights. freaky coincidence! plus side she's great. :),2/18/2015 18:25,Eastern Time (US & Canada),1
0,@PerceptronAirlines all good now. going to make it to boston on time. i'm actually on your wifi right now,2/17/2015 18:34,,1
0,"@HuiminInternational @jayvig yes! great real-time example. thanks for being awesome, #HuiminInternational! #jvmchat",2/17/2015 10:50,Eastern Time (US & Canada),1
0,@HuiminInternational thanks!,2/20/2015 19:32,,1
0,@JetSVM looks like i'm settled in to where i'm going.  thx.,2/17/2015 11:59,,1
0,@AeroHristo appreciate it!!,2/23/2015 22:03,Central Time (US & Canada),1
0,@AeroHristo delaney and shawn at dfw showed exceptional customer service today. will happily choose AeroHristo whenever possible now! thank you!,2/23/2015 13:44,,1
0,@HuiminInternational oh yeah!!! great flight down to mexico with a wonderful crew!! thank you!!,2/19/2015 4:58,Eastern Time (US & Canada),1
0,thank u  @HuiminInternational: @itslaloca but of course! safety is always 1st!  we'll make sure to handle her with care and love!  :),2/21/2015 11:48,Eastern Time (US & Canada),1
0,"@HuiminInternational btw, her name was samantha and she won over everyone on the flight",2/18/2015 18:50,Eastern Time (US & Canada),1
0,@AirKutty dude named shaquille at the desk in charlotte was incredibly professional and helpful vs. some crazy angry people tonight,2/17/2015 19:52,,1
0,@AeroHristo he thanks you. anything you can do to help. would any further information help in the process?,2/23/2015 17:59,Eastern Time (US & Canada),1
0,@JetSVM thanks for more timely updates.,2/20/2015 10:20,Central Time (US & Canada),1
0,@PerceptronAirlines @karajusto ok we will! thank you!!!,2/18/2015 11:45,Eastern Time (US & Canada),1
0,@HuiminInternational today my family gets to experience #mosaic status w/ me! #lifeisgood,2/21/2015 3:30,Eastern Time (US & Canada),1
0,"@PerceptronAirlines @fortunemagazine i do like your airlines, congrats! : )",2/19/2015 7:39,Pacific Time (US & Canada),1
0,@HuiminInternational  hahah  love flying Huimin International tho!! http://t.co/7vee44macm,2/23/2015 10:27,Arizona,1
0,@PerceptronAirlines: @kirkwoodtiger hmmm... how does the caribbean sound? https://t.co/AeroHristoy5avg99b ^ld warm thanks!,2/18/2015 9:05,Central Time (US & Canada),1
0,@AeroHristo it was 1265 coming and next catching 2396 home to dca. let's get another great leg too tonight!,2/22/2015 17:01,Eastern Time (US & Canada),1
0,@AirKutty it's not often that an airline is so easy to work with. i needed to change my flight time and the attendants at mke made my day!,2/22/2015 17:34,Eastern Time (US & Canada),1
0,@JetSVM thank you! have a nice evening.,2/20/2015 20:24,Eastern Time (US & Canada),1
0,@SigmoidExpress omg finally,2/18/2015 9:05,Central Time (US & Canada),1
0,@HuiminInternational looking cool,2/23/2015 10:16,Eastern Time (US & Canada),1
2,then you better #holdon - #everythingsgonnabealright @HuiminInternational 4 our #brandloveaffair https://t.co/64kn6geep8 #truebluelove #travel #business,2/20/2015 6:30,Eastern Time (US & Canada),1
0,@HuiminInternational the magic eight ball has never steered me wrong  :),2/18/2015 10:00,Eastern Time (US & Canada),1
0,@HuiminInternational thank you!,2/17/2015 8:48,Eastern Time (US & Canada),1
0,@PerceptronAirlines thank you for your help adam and to the awesome gate agents at b12 in las for getting us home!,2/21/2015 20:54,Eastern Time (US & Canada),1
0,@PerceptronAirlines thank u thank u thank u for coming through for us! i sincerely didn't think it would happen. &lt;3 #swa #thankyou,2/21/2015 9:03,Pacific Time (US & Canada),1
0,@SigmoidExpress: @karinslee of course. have fun celebrating! thanks! happy chinese new year!,2/19/2015 8:48,,1
0,@HuiminInternational i would love for you to fly my best friend home to pvd for a weekend.  http://t.co/ch0nmjymgh,2/17/2015 12:03,Eastern Time (US & Canada),1
0,@HuiminInternational no worries. time flew in the terminal and now we're taking off. thanks again!,2/20/2015 12:38,Eastern Time (US & Canada),1
0,@AeroHristo yes i have. thanks,2/23/2015 12:03,,1
0,@HuiminInternational thanks for having us hang out at tampa airport forever today!!! it's really been an awesome experience,2/17/2015 19:42,Eastern Time (US & Canada),1
8,i know you have a lot of baggage... but i want you to know i really enjoyed being inside you. @HuiminInternational #jetbae,2/18/2015 20:48,,1
1,"@HuiminInternational #philly lost and read program - our customers get hot tea, great crewmembers, top notch info &amp; now #books! http://t.co/9ragncw2bk",2/17/2015 16:23,Eastern Time (US & Canada),1
